route	step	geom
53	12	LINESTRING (139.72023000000002 35.679, 139.72024000000002 35.678940000000004, 139.72024000000002 35.678920000000005, 139.72023000000002 35.67891, 139.72022 35.678900000000006, 139.72021 35.67889, 139.72013 35.67886, 139.72002 35.678830000000005, 139.71993 35.678990000000006, 139.71972000000002 35.6794, 139.71963000000002 35.679570000000005, 139.71959 35.67965, 139.71947 35.67989)
53	13	LINESTRING (139.71947 35.67989, 139.71915 35.67992, 139.71906 35.679930000000006)
53	14	LINESTRING (139.71906 35.679930000000006, 139.71905 35.679860000000005, 139.71903 35.679770000000005, 139.71900000000002 35.67947, 139.71900000000002 35.67942, 139.71899000000002 35.679390000000005, 139.71899000000002 35.679300000000005, 139.71899000000002 35.67915, 139.71898000000002 35.67904, 139.71903 35.67891, 139.71926000000002 35.67842, 139.71932 35.6783, 139.71946 35.678020000000004)
54	0	LINESTRING (139.75302000000002 35.67779, 139.75309000000001 35.677800000000005, 139.75315 35.67781, 139.75318000000001 35.677820000000004, 139.75321000000002 35.677820000000004, 139.75331 35.677820000000004, 139.7534 35.677820000000004, 139.75349 35.67781)
54	1	LINESTRING (139.75349 35.67781, 139.7536 35.67777, 139.75353 35.67763, 139.7534 35.677420000000005, 139.75337000000002 35.67734, 139.75325 35.67716, 139.75288 35.6766, 139.75285000000002 35.67656, 139.75285000000002 35.676550000000006, 139.75262 35.676190000000005, 139.75254 35.676080000000006, 139.7525 35.676, 139.75246 35.67595, 139.75240000000002 35.67589, 139.75228 35.67571, 139.75189 35.675090000000004, 139.75185000000002 35.67504, 139.75174 35.674870000000006, 139.75164 35.674710000000005, 139.75156 35.674600000000005, 139.75146 35.67445, 139.75132000000002 35.67423, 139.75127 35.67414, 139.75107 35.67383, 139.75104000000002 35.6738, 139.75102 35.67376, 139.75099 35.67372, 139.75097000000002 35.673680000000004, 139.75094 35.673640000000006, 139.75092 35.6736, 139.75089 35.67356, 139.75087000000002 35.67352, 139.75084 35.67347, 139.75084 35.673460000000006, 139.7508 35.673410000000004, 139.75077000000002 35.673350000000006, 139.75073 35.673300000000005, 139.75070000000002 35.67325, 139.75067 35.673190000000005, 139.75063 35.673140000000004, 139.75060000000002 35.673080000000006)
54	2	LINESTRING (139.75060000000002 35.673080000000006, 139.75051000000002 35.672920000000005, 139.75032000000002 35.672990000000006, 139.75012 35.67307, 139.74993 35.67315, 139.74973 35.67324, 139.74903 35.67352, 139.74844000000002 35.673770000000005, 139.74822 35.673860000000005, 139.74799000000002 35.673950000000005)
54	3	LINESTRING (139.74799000000002 35.673950000000005, 139.74790000000002 35.673820000000006, 139.74781000000002 35.67369)
54	4	LINESTRING (139.74781000000002 35.67369, 139.74776 35.67369, 139.74775000000002 35.67369, 139.74774000000002 35.673680000000004, 139.74773000000002 35.673680000000004, 139.74772000000002 35.67367, 139.74756000000002 35.67351, 139.74754000000001 35.67349, 139.74739000000002 35.67334, 139.74730000000002 35.673260000000006, 139.74723 35.673190000000005, 139.74710000000002 35.67306, 139.74696 35.672920000000005, 139.74683000000002 35.672790000000006, 139.7466 35.67259, 139.74654 35.67253, 139.74652 35.672520000000006, 139.74648000000002 35.67249, 139.74647000000002 35.67248, 139.74638000000002 35.67242, 139.74635 35.6724, 139.74631000000002 35.67237, 139.74627 35.67235, 139.74623000000003 35.67233, 139.74620000000002 35.67231, 139.74618 35.6723, 139.74602000000002 35.672250000000005, 139.74592 35.67221, 139.74585000000002 35.67219, 139.74573 35.672140000000006, 139.74569000000002 35.67213, 139.74551000000002 35.67204)
54	5	LINESTRING (139.74551000000002 35.67204, 139.74516 35.671980000000005, 139.74508 35.67197, 139.74505000000002 35.671960000000006, 139.74503 35.671960000000006, 139.74494 35.671940000000006, 139.74489 35.67193, 139.74485 35.67193, 139.74467 35.671890000000005, 139.74446 35.67184, 139.74424000000002 35.671800000000005, 139.74416000000002 35.671780000000005, 139.74405000000002 35.67174, 139.74393 35.671710000000004, 139.74386 35.671670000000006, 139.74384 35.671670000000006, 139.74373 35.67161, 139.74363000000002 35.67156, 139.74358 35.67152, 139.74355 35.6715, 139.7435 35.67147000000001, 139.74346 35.67145, 139.74341 35.67141, 139.74338 35.671380000000006, 139.74336000000002 35.67137, 139.74333000000001 35.67134, 139.74323 35.67125, 139.74316000000002 35.67119, 139.74308000000002 35.67112, 139.74308000000002 35.671110000000006, 139.74307000000002 35.6711, 139.74295 35.671, 139.74292 35.670970000000004, 139.74287 35.67092, 139.74278 35.67083, 139.74263000000002 35.67069, 139.7425 35.670570000000005, 139.74237000000002 35.670440000000006, 139.74223 35.67031, 139.74217000000002 35.67025, 139.74199000000002 35.670080000000006, 139.7418 35.66991, 139.74165000000002 35.66977, 139.74151 35.669630000000005, 139.74146000000002 35.66959, 139.74142 35.669540000000005, 139.74137000000002 35.669500000000006, 139.74132 35.669450000000005, 139.74111000000002 35.669230000000006, 139.74087 35.66897, 139.74083000000002 35.668940000000006, 139.7408 35.6689, 139.74046 35.668530000000004, 139.74028 35.668330000000005, 139.74023000000003 35.66827, 139.74018 35.66821, 139.74012000000002 35.668150000000004, 139.74011000000002 35.66814, 139.74006 35.66809, 139.74003000000002 35.668060000000004, 139.73998 35.66801, 139.73993000000002 35.667970000000004, 139.7399 35.667930000000005, 139.73968000000002 35.66772)
54	6	LINESTRING (139.73968000000002 35.66772, 139.73968000000002 35.66771, 139.73969000000002 35.66769, 139.73968000000002 35.66767, 139.73968000000002 35.667660000000005, 139.73967000000002 35.66765, 139.73959000000002 35.667570000000005, 139.73956 35.667530000000006, 139.73953 35.66749, 139.73950000000002 35.66745, 139.73947 35.66742, 139.73946 35.6674, 139.73939000000001 35.66729, 139.73937 35.667260000000006, 139.73937 35.66725, 139.73935 35.66723, 139.73928 35.667120000000004, 139.73921 35.667, 139.73919 35.66695, 139.73916 35.666880000000006, 139.73911 35.66675, 139.73906000000002 35.666610000000006, 139.73903 35.66648, 139.73901 35.66639, 139.73901 35.66637, 139.739 35.66635, 139.73899 35.6663, 139.73897000000002 35.666090000000004, 139.73895000000002 35.665960000000005, 139.73894 35.66581, 139.73891 35.665560000000006, 139.73891 35.66555, 139.73889 35.66539, 139.73887000000002 35.66527, 139.73887000000002 35.665240000000004, 139.73886000000002 35.66521, 139.73886000000002 35.66518, 139.7388 35.6649, 139.73877000000002 35.664770000000004, 139.73872 35.66461, 139.73867 35.66443, 139.73863 35.664260000000006, 139.73858 35.664080000000006, 139.73853 35.663850000000004, 139.73851000000002 35.66378, 139.73850000000002 35.66373, 139.73849 35.66368, 139.73845 35.663520000000005, 139.73845 35.663500000000006, 139.73841000000002 35.66335, 139.73837 35.66322, 139.73836 35.66319, 139.73835000000003 35.663160000000005, 139.73834000000002 35.66313, 139.73833000000002 35.6631, 139.73832000000002 35.663070000000005, 139.7383 35.66301, 139.73829 35.66297, 139.73823000000002 35.662780000000005, 139.7382 35.662620000000004, 139.73815000000002 35.662440000000004, 139.73807000000002 35.662090000000006, 139.73803 35.661910000000006, 139.73799000000002 35.661750000000005, 139.73799000000002 35.661730000000006, 139.73795 35.66158, 139.73793 35.66149, 139.73792 35.66147, 139.73787000000002 35.661300000000004, 139.73780000000002 35.66114, 139.73770000000002 35.66095, 139.73770000000002 35.660920000000004, 139.73769000000001 35.660900000000005, 139.73766 35.66087, 139.73764 35.66085, 139.73761000000002 35.660810000000005, 139.73758 35.66076, 139.73756 35.660720000000005, 139.73752000000002 35.66066, 139.73737 35.66048, 139.73732 35.66042, 139.73726000000002 35.660340000000005, 139.73715 35.660210000000006, 139.73704 35.660070000000005, 139.73693 35.65992, 139.73684 35.65977, 139.73681000000002 35.65972, 139.73679 35.659670000000006, 139.73674 35.65957, 139.73672000000002 35.6595, 139.73669 35.659440000000004, 139.73664000000002 35.65925, 139.73662000000002 35.659150000000004, 139.73659 35.658970000000004, 139.73656000000003 35.65883, 139.73655000000002 35.65879, 139.73654000000002 35.658730000000006, 139.73649 35.65849, 139.73647000000003 35.658370000000005, 139.73647000000003 35.65834, 139.73646000000002 35.65823, 139.73646000000002 35.658190000000005, 139.73646000000002 35.658150000000006, 139.73647000000003 35.65804, 139.73649 35.65793, 139.7365 35.65786, 139.7365 35.657830000000004, 139.73652 35.65778, 139.73655000000002 35.65771, 139.73657 35.657650000000004, 139.73659 35.65762, 139.73661 35.65758, 139.73667 35.65746, 139.73674 35.657340000000005, 139.73681000000002 35.65722, 139.73683 35.657180000000004, 139.73688 35.657090000000004)
54	7	LINESTRING (139.73688 35.657090000000004, 139.73698000000002 35.65692, 139.73707000000002 35.65677, 139.73708000000002 35.656760000000006, 139.73709000000002 35.65672, 139.73716000000002 35.65661, 139.73723 35.656490000000005, 139.73724 35.65648, 139.73734000000002 35.656330000000004, 139.73737 35.65628, 139.7374 35.656240000000004, 139.73744000000002 35.656200000000005, 139.73749 35.65614, 139.73752000000002 35.6561, 139.73755 35.656060000000004, 139.73758 35.65603, 139.73761000000002 35.656000000000006, 139.73766 35.65596, 139.73772000000002 35.655910000000006, 139.73778000000001 35.65587, 139.73779000000002 35.65587, 139.73784 35.655840000000005, 139.73790000000002 35.655800000000006, 139.73796000000002 35.65578, 139.73797000000002 35.655770000000004, 139.73802 35.655750000000005, 139.73807000000002 35.65574, 139.73814000000002 35.655710000000006, 139.73821 35.6557, 139.73829 35.655680000000004, 139.73839 35.655660000000005, 139.73853 35.655640000000005, 139.73862 35.65563, 139.73874 35.655620000000006, 139.73883 35.65561, 139.73902 35.65558, 139.73905000000002 35.65558, 139.73921 35.655550000000005, 139.73927 35.655550000000005, 139.73934 35.65554, 139.73945 35.655530000000006, 139.73961 35.65551, 139.73971 35.6555, 139.73981 35.65549, 139.73996000000002 35.65547, 139.74003000000002 35.655460000000005, 139.7401 35.65545, 139.74014000000003 35.65545, 139.74021000000002 35.65545, 139.74032000000003 35.65543, 139.74041000000003 35.65542, 139.74049000000002 35.65541, 139.74056000000002 35.6554, 139.74062 35.65538, 139.74078 35.655350000000006, 139.74097 35.655300000000004, 139.74118 35.655240000000006, 139.74138000000002 35.655190000000005, 139.7416 35.65513, 139.74162 35.655120000000004, 139.74179 35.655080000000005, 139.74183000000002 35.65507, 139.74195 35.65505, 139.74209000000002 35.655030000000004, 139.74214 35.65502, 139.74222 35.655010000000004, 139.74252 35.65498, 139.74257 35.654970000000006, 139.74261 35.654970000000006, 139.74273000000002 35.65496, 139.74349 35.65489, 139.74397000000002 35.65485, 139.74411 35.65484, 139.74419 35.65484, 139.74429 35.654830000000004, 139.74449 35.654810000000005, 139.74474 35.654790000000006, 139.74495000000002 35.654770000000006, 139.74507 35.65476, 139.7451 35.65475, 139.74522000000002 35.65473, 139.74534 35.65471, 139.74546 35.654680000000006, 139.74559000000002 35.65464, 139.74567000000002 35.6546, 139.74574 35.65457, 139.74586000000002 35.654500000000006, 139.74597 35.654410000000006, 139.74619 35.654210000000006, 139.74622000000002 35.654180000000004, 139.74629000000002 35.65411, 139.74633 35.654050000000005, 139.74641 35.653960000000005, 139.74652 35.653850000000006, 139.74654 35.65382, 139.7466 35.653760000000005, 139.74665000000002 35.653710000000004, 139.74671 35.65366, 139.74678 35.653600000000004, 139.74682 35.65357, 139.74693000000002 35.6535, 139.74701000000002 35.65346, 139.74709000000001 35.653420000000004, 139.74718000000001 35.653380000000006, 139.74726 35.65335, 139.74733 35.653330000000004, 139.74739000000002 35.653310000000005, 139.74759 35.653270000000006, 139.74778 35.653240000000004, 139.74788 35.653220000000005, 139.74797 35.65321, 139.74801000000002 35.653200000000005, 139.74817000000002 35.65319, 139.74834 35.65316, 139.74859 35.653130000000004, 139.74878 35.653110000000005, 139.74892 35.6531, 139.74900000000002 35.653090000000006, 139.74908000000002 35.653090000000006, 139.74916000000002 35.653090000000006, 139.74921 35.653090000000006, 139.74929 35.653090000000006, 139.74937 35.6531, 139.74942000000001 35.653110000000005, 139.74948 35.65312, 139.74954000000002 35.653130000000004, 139.74958 35.65314, 139.74962000000002 35.653150000000004, 139.74972000000002 35.653180000000006, 139.74982 35.65321, 139.74991 35.65325, 139.75006000000002 35.65332, 139.75021 35.65339, 139.7503 35.65343, 139.75042000000002 35.653490000000005, 139.75050000000002 35.65352, 139.75056 35.65355, 139.75061000000002 35.653560000000006, 139.75070000000002 35.65359, 139.75077000000002 35.65361, 139.75079000000002 35.65361, 139.75086000000002 35.653620000000004, 139.75096000000002 35.65364, 139.75099 35.65364, 139.75104000000002 35.65364, 139.75111 35.653650000000006, 139.7512 35.653650000000006, 139.75134 35.65364, 139.75144 35.653620000000004, 139.75152 35.65361, 139.75165 35.65359, 139.75183 35.653560000000006, 139.75187000000003 35.653560000000006, 139.75217 35.653510000000004, 139.75234 35.65348, 139.75236 35.653470000000006, 139.75251 35.65345, 139.75267000000002 35.653420000000004, 139.75289 35.653380000000006, 139.75306 35.65335, 139.75365000000002 35.65325, 139.75371 35.653240000000004, 139.75393000000003 35.65321, 139.75394 35.65321, 139.75421 35.65317, 139.75437000000002 35.653150000000004, 139.75447 35.65314, 139.75459 35.653130000000004, 139.75481000000002 35.6531, 139.75509000000002 35.65308, 139.75525000000002 35.65306, 139.75547 35.65305, 139.75569000000002 35.65303, 139.75591 35.65301, 139.75618 35.65299, 139.75634000000002 35.65297, 139.75657 35.65296, 139.75678000000002 35.65294, 139.75679000000002 35.65294, 139.75701 35.65292, 139.75705000000002 35.652910000000006, 139.75716 35.6529, 139.75734 35.652890000000006, 139.75768000000002 35.652860000000004, 139.75784000000002 35.65285, 139.7581 35.65283, 139.75818 35.652860000000004, 139.75823 35.652860000000004, 139.75827 35.652860000000004, 139.75838000000002 35.65287, 139.75843 35.65287, 139.75864 35.65287, 139.75865000000002 35.65287, 139.75895 35.65287, 139.75907 35.65287, 139.75920000000002 35.65288, 139.75932 35.6529, 139.75939000000002 35.65292, 139.75945000000002 35.652930000000005, 139.7595 35.652950000000004, 139.75951 35.652950000000004, 139.75956000000002 35.65297, 139.75961 35.65299, 139.75965000000002 35.653020000000005, 139.75969 35.653040000000004, 139.75974000000002 35.65308, 139.7598 35.653130000000004, 139.75985 35.653180000000006, 139.75987 35.65321, 139.75989 35.65323, 139.75991000000002 35.653270000000006, 139.75993000000003 35.6533, 139.75995 35.65334, 139.75998 35.653420000000004, 139.75999000000002 35.65348, 139.76001000000002 35.653600000000004, 139.76002 35.653780000000005, 139.76002 35.653850000000006, 139.76003 35.653960000000005, 139.76003 35.654230000000005, 139.76005 35.65433, 139.76008000000002 35.65453, 139.76008000000002 35.6546, 139.76009000000002 35.65467, 139.76009000000002 35.65489, 139.76009000000002 35.655100000000004, 139.76010000000002 35.65534, 139.76010000000002 35.655640000000005, 139.76009000000002 35.65576, 139.76010000000002 35.655910000000006, 139.76009000000002 35.65596, 139.76009000000002 35.6561, 139.76009000000002 35.65628, 139.76009000000002 35.65664, 139.76009000000002 35.657000000000004, 139.76009000000002 35.65704, 139.76009000000002 35.657140000000005, 139.76008000000002 35.657320000000006, 139.76009000000002 35.65749, 139.76008000000002 35.657560000000004, 139.76008000000002 35.6576, 139.76008000000002 35.65764, 139.76007 35.657680000000006, 139.76007 35.65771, 139.76006 35.657740000000004, 139.76005 35.657770000000006, 139.76004 35.6578, 139.76003 35.65784, 139.76003 35.65785, 139.76002 35.657880000000006, 139.76000000000002 35.657920000000004, 139.75998 35.65796, 139.75996 35.658010000000004, 139.75992000000002 35.658080000000005, 139.75990000000002 35.658120000000004, 139.75982000000002 35.658240000000006, 139.75977 35.65831, 139.75972000000002 35.658390000000004, 139.75959 35.658570000000005, 139.75956000000002 35.658620000000006, 139.75952 35.6587, 139.7595 35.658750000000005, 139.75948000000002 35.65879, 139.75946000000002 35.65887, 139.75944 35.65894, 139.75943 35.65898, 139.75943 35.659020000000005, 139.75943 35.65908, 139.75943 35.65912, 139.75944 35.65916, 139.75944 35.659200000000006, 139.75946000000002 35.65926, 139.75947000000002 35.6593, 139.75949 35.659330000000004, 139.7595 35.65936, 139.75952 35.65941, 139.75956000000002 35.659470000000006, 139.75959 35.659530000000004, 139.75964000000002 35.659600000000005, 139.75971 35.659690000000005, 139.75975000000003 35.659740000000006, 139.75979 35.65979, 139.75999000000002 35.66004, 139.76004 35.6601, 139.76015 35.660210000000006, 139.76021 35.66028, 139.76024 35.66031, 139.76052 35.66066, 139.76054000000002 35.66069, 139.76064000000002 35.660810000000005, 139.76067 35.66084, 139.76112 35.6614, 139.76125000000002 35.66156, 139.76137 35.6617, 139.76142000000002 35.66176, 139.76160000000002 35.66199, 139.76166 35.662060000000004, 139.76178000000002 35.66221, 139.76213 35.662650000000006, 139.76225000000002 35.662800000000004, 139.76226 35.66281, 139.76238 35.66295, 139.76248 35.66306, 139.76251000000002 35.6631, 139.76254 35.66313, 139.76259000000002 35.66317, 139.76262 35.66319, 139.76270000000002 35.663250000000005, 139.76287000000002 35.66335, 139.76301 35.66342, 139.76307 35.663450000000005, 139.76322000000002 35.663520000000005, 139.76340000000002 35.663590000000006, 139.76355 35.663650000000004, 139.7638 35.663740000000004)
55	0	LINESTRING (139.77566000000002 35.699780000000004, 139.77566000000002 35.699690000000004, 139.77566000000002 35.69959, 139.77566000000002 35.69937, 139.77566000000002 35.699270000000006, 139.77566000000002 35.699070000000006, 139.77566000000002 35.69901, 139.77566000000002 35.698980000000006, 139.77565 35.69887, 139.77565 35.69885, 139.77564 35.69881, 139.77563 35.69852, 139.77563 35.69821, 139.77563 35.69818, 139.77563 35.698100000000004, 139.77563 35.69803, 139.77562 35.69787, 139.77561 35.697590000000005)
55	1	LINESTRING (139.77561 35.697590000000005, 139.77561 35.697500000000005, 139.77548000000002 35.69751, 139.77537 35.69751, 139.77527 35.69751, 139.77504000000002 35.69751, 139.77487000000002 35.69751, 139.77483 35.69751, 139.77474 35.697520000000004, 139.77443000000002 35.69753, 139.77394 35.69753, 139.77391 35.69753, 139.77384 35.69753, 139.77353000000002 35.697540000000004, 139.77339 35.697540000000004, 139.77317000000002 35.69755, 139.77295 35.69755, 139.77271000000002 35.69756, 139.77252000000001 35.69756, 139.77210000000002 35.697570000000006, 139.77181000000002 35.697570000000006, 139.77177 35.697570000000006, 139.77172000000002 35.697570000000006, 139.7714 35.697570000000006, 139.77130000000002 35.69758, 139.77115 35.69762)
55	2	LINESTRING (139.77115 35.69762, 139.77103000000002 35.69767, 139.77071 35.69784000000001, 139.77068 35.69785, 139.77045 35.697970000000005, 139.77042 35.69798, 139.77011000000002 35.69814, 139.76953 35.698440000000005, 139.76950000000002 35.69845, 139.76912000000002 35.69863, 139.76904000000002 35.69867)
55	3	LINESTRING (139.76904000000002 35.69867, 139.76903000000001 35.69868, 139.76902 35.69868, 139.76901 35.698690000000006, 139.76901 35.6987, 139.769 35.698710000000005, 139.76870000000002 35.69886, 139.76836 35.699040000000004, 139.76818 35.699110000000005, 139.76777 35.69932, 139.76764 35.69939, 139.76758 35.69941, 139.76742000000002 35.69948, 139.76719 35.699580000000005, 139.76704 35.69964, 139.76687 35.6997, 139.76677 35.69973, 139.76662000000002 35.69977, 139.76619000000002 35.69988, 139.76601000000002 35.69993, 139.76593 35.69995, 139.7657 35.700010000000006, 139.7655 35.70008, 139.76543 35.700100000000006, 139.76528000000002 35.70015, 139.76524 35.700160000000004, 139.76508 35.70022, 139.76503000000002 35.70024, 139.76486 35.700300000000006, 139.76485000000002 35.700300000000006, 139.76445 35.700430000000004, 139.76423 35.70051, 139.76417 35.700520000000004, 139.76413000000002 35.700540000000004, 139.76381 35.70064, 139.76368000000002 35.70069, 139.76330000000002 35.70084, 139.76323000000002 35.70087, 139.76318 35.700900000000004, 139.76316 35.70092, 139.76311 35.70096, 139.76267 35.701480000000004, 139.76264 35.7015, 139.76263 35.70152, 139.76261000000002 35.701530000000005, 139.76258 35.701550000000005, 139.76254 35.701570000000004, 139.76251000000002 35.70159, 139.76250000000002 35.70159, 139.76243000000002 35.701620000000005, 139.76231 35.70167, 139.76223000000002 35.7017, 139.76216000000002 35.701730000000005, 139.76202 35.70179, 139.76190000000003 35.70181, 139.76180000000002 35.70183, 139.76177 35.70183, 139.76109000000002 35.701930000000004, 139.76102 35.70194, 139.76088000000001 35.70196, 139.76068 35.70197, 139.7605 35.701980000000006, 139.76022 35.701980000000006, 139.76010000000002 35.701980000000006, 139.76006 35.701980000000006, 139.75995 35.701980000000006, 139.75955000000002 35.701980000000006, 139.75899 35.701980000000006, 139.75859 35.70197, 139.75853 35.70197, 139.75839000000002 35.70197, 139.75818 35.701950000000004, 139.75807 35.701950000000004, 139.75802000000002 35.701950000000004, 139.75774 35.70194, 139.75760000000002 35.70194, 139.75730000000001 35.70196, 139.75716 35.701980000000006, 139.757 35.70199, 139.75682 35.702020000000005, 139.75663 35.702070000000006, 139.75660000000002 35.70208, 139.75618 35.702180000000006, 139.7561 35.702200000000005, 139.75599000000003 35.70223, 139.75577 35.70228)
55	4	LINESTRING (139.75577 35.70228, 139.75572000000003 35.70228, 139.75563000000002 35.70228, 139.75557 35.702290000000005, 139.75552000000002 35.7023, 139.75551000000002 35.70221, 139.75551000000002 35.702200000000005, 139.7555 35.702160000000006, 139.75549 35.70212, 139.75542000000002 35.701950000000004, 139.75539 35.70186, 139.75538 35.701820000000005, 139.75537 35.70178, 139.75536000000002 35.7017)
55	5	LINESTRING (139.75536000000002 35.7017, 139.75554000000002 35.70165, 139.75559 35.701640000000005, 139.75561000000002 35.701640000000005, 139.75586 35.70159, 139.75591 35.701570000000004, 139.75612 35.70152, 139.75619 35.7015)
56	0	LINESTRING (139.76846 35.68439, 139.76841000000002 35.68423)
56	1	LINESTRING (139.76841000000002 35.68423, 139.76838 35.68413, 139.76829 35.68415, 139.76808 35.68419, 139.76802 35.684200000000004, 139.76770000000002 35.684270000000005, 139.76756 35.6843, 139.76685 35.684450000000005, 139.76652 35.684520000000006, 139.76632 35.68457, 139.7663 35.68457, 139.76569 35.68471, 139.76465000000002 35.68493, 139.7646 35.684940000000005, 139.76448000000002 35.684960000000004, 139.76438000000002 35.68498, 139.76427 35.685, 139.76405 35.685050000000004, 139.76387000000003 35.685100000000006, 139.76386000000002 35.685100000000006, 139.76385000000002 35.685100000000006, 139.76383 35.685100000000006, 139.76336 35.6852, 139.7632 35.685230000000004)
56	2	LINESTRING (139.7632 35.685230000000004, 139.76306000000002 35.68525, 139.76309 35.685370000000006, 139.7631 35.685410000000005, 139.7631 35.685430000000004, 139.76313000000002 35.68553, 139.76313000000002 35.685550000000006, 139.76315000000002 35.6856, 139.76321000000002 35.68583, 139.76322000000002 35.685860000000005, 139.76322000000002 35.68587, 139.76325 35.68594, 139.76328 35.68603, 139.76330000000002 35.686060000000005, 139.76333000000002 35.68614, 139.76335 35.68618, 139.76340000000002 35.686280000000004, 139.76343 35.68638, 139.76347 35.68652, 139.76358000000002 35.68694, 139.76375000000002 35.68759, 139.76382 35.687830000000005, 139.76383 35.68791, 139.76392 35.68822, 139.76392 35.68824, 139.76395000000002 35.688340000000004, 139.76409 35.688880000000005, 139.7641 35.688900000000004, 139.7641 35.688930000000006, 139.76414 35.6891)
56	3	LINESTRING (139.76414 35.6891, 139.76405 35.68916, 139.764 35.68919, 139.76394000000002 35.68923, 139.76391 35.68925, 139.76382 35.68932, 139.76379 35.68934, 139.76375000000002 35.689370000000004, 139.7637 35.689420000000005, 139.76360000000003 35.68954, 139.76356 35.68958, 139.76347 35.68966, 139.76346 35.68967, 139.76329 35.689840000000004, 139.76325 35.68988, 139.7632 35.68992, 139.76314000000002 35.68997, 139.7631 35.690000000000005, 139.76302 35.69005, 139.76296000000002 35.69008, 139.76289 35.69012, 139.7628 35.690160000000006, 139.76276000000001 35.69017, 139.76275 35.690180000000005, 139.76259000000002 35.69023, 139.76255 35.690250000000006, 139.76248 35.690270000000005, 139.76232000000002 35.69032, 139.76215000000002 35.690380000000005, 139.76212 35.69039, 139.76204 35.690430000000006, 139.76193 35.690490000000004, 139.76191 35.6905, 139.76185 35.690540000000006, 139.76178000000002 35.69062)
56	4	LINESTRING (139.76178000000002 35.69062, 139.76165 35.6907, 139.76160000000002 35.690720000000006, 139.76148 35.69079, 139.76142000000002 35.690830000000005, 139.76129 35.690900000000006, 139.76119 35.69095, 139.76115000000001 35.690960000000004, 139.76108000000002 35.690990000000006, 139.76102 35.69102, 139.76094 35.69104, 139.76090000000002 35.69106, 139.76079000000001 35.69109, 139.7607 35.691100000000006, 139.76058 35.691120000000005, 139.76055000000002 35.691120000000005, 139.76042 35.69113, 139.76035000000002 35.69113, 139.76012 35.691140000000004, 139.75989 35.69115)
